Seq1: 110100010000110110001111001110011000101101001000101001010100111011101100111101111110100110011010100011000001110101010111110010100001001111111100001011110001101000000010001110001001011100000011001001001101110010000010101101101011001011000011111011011110101, Seq2: 000111100011000100010010100110011011110101010110001111111101001000000011101100000010011010000011010111000010111100100011100010110010010011101011011010011110110111010001101100111001011010100101110111110111001100001100101010001010111111001111100000101000010, CCR: 47
Seq1: 110100010000110110001111001110011000101101001000101001010100111011101100111101111110100110011010100011000001110101010111110010100001001111111100001011110001101000000010001110001001011100000011001001001101110010000010101101101011001011000011111011011110101, Seq2: 000001111101011110111100001110011101110110101100110010000101010100111000000001011011111110001001111110110010111110010100011110100001101110001110100110110110001010010010110000100100010111001001100011010010101101000100000100011001111001101010111010100000011, CCR: 47
Seq1: 110100010000110110001111001110011000101101001000101001010100111011101100111101111110100110011010100011000001110101010111110010100001001111111100001011110001101000000010001110001001011100000011001001001101110010000010101101101011001011000011111011011110101, Seq2: 001010100001110010110111111110111010100111101101100110010011101111001110001111000010110001100001101011001010111000001111110001001011101100000001100111110100011011010101011010011000101001001000100011101001010001011110101111100100001000001001101110011010000, CCR: 65
Seq1: 110100010000110110001111001110011000101101001000101001010100111011101100111101111110100110011010100011000001110101010111110010100001001111111100001011110001101000000010001110001001011100000011001001001101110010000010101101101011001011000011111011011110101, Seq2: 000100001100011100001111010011100111100101001101010001111100000011101101000100111111100110000010111001001010101001011001110101101101110111000101101011101000010100000110111101111101100100011001011111101010111100011010010000000010001010110000100100110011011, CCR: 65
Seq1: 110100010000110110001111001110011000101101001000101001010100111011101100111101111110100110011010100011000001110101010111110010100001001111111100001011110001101000000010001110001001011100000011001001001101110010000010101101101011001011000011111011011110101, Seq2: 110000001111111001001010111011010000110100111011100110011100011110011111000100111101010011011000110001010100000000100100110000111001010001101111000010001000010111110111111010010000011001000111010001011001101010101101101110101111011001011100000101001011010, CCR: 95
Seq1: 110100010000110110001111001110011000101101001000101001010100111011101100111101111110100110011010100011000001110101010111110010100001001111111100001011110001101000000010001110001001011100000011001001001101110010000010101101101011001011000011111011011110101, Seq2: 000010101100100111001110101011111111011011001111000110101110010000111101110111101000001000000101101111100110111000101110100110010101010010010001010000100110100011111010110100101001111110000000110110101000100101111001011000100011001100011100001100000111011, CCR: 95
Seq1: 110100010000110110001111001110011000101101001000101001010100111011101100111101111110100110011010100011000001110101010111110010100001001111111100001011110001101000000010001110001001011100000011001001001101110010000010101101101011001011000011111011011110101, Seq2: 001100100111001101010110100101011111101110111110000011001100001000010101010001100011111111001010010000000101111011000000111000110100000100100101110000110110111001000101101100101100111011010111010100110111100111110101100010100001111010011110001000111010001, CCR: 63
Seq1: 110100010000110110001111001110011000101101001000101001010100111011101100111101111110100110011010100011000001110101010111110010100001001111111100001011110001101000000010001110001001011100000011001001001101110010000010101101101011001011000011111011011110101, Seq2: 011010011000100101000101011001000011000001010011101011110000101100001110111000101110110011011000110010101001011010100000010001000001111100110011110111101010101110011100000000110101101111111010000100111111000111001011111011011010001111001001000110111010010, CCR: 63
Seq1: 110100010000110110001111001110011000101101001000101001010100111011101100111101111110100110011010100011000001110101010111110010100001001111111100001011110001101000000010001110001001011100000011001001001101110010000010101101101011001011000011111011011110101, Seq2: 001110100101101110101101010110001000100110000100000010110011001010111001111100010101010000011010111101100000000111101000011100101111111011100011101101000111111001101101100100011011111010100100101001101001111000001001000010100010111011110010011100001100011, CCR: 255
Seq1: 000111100011000100010010100110011011110101010110001111111101001000000011101100000010011010000011010111000010111100100011100010110010010011101011011010011110110111010001101100111001011010100101110111110111001100001100101010001010111111001111100000101000010, Seq2: 000001111101011110111100001110011101110110101100110010000101010100111000000001011011111110001001111110110010111110010100011110100001101110001110100110110110001010010010110000100100010111001001100011010010101101000100000100011001111001101010111010100000011, CCR: 255
Seq1: 000111100011000100010010100110011011110101010110001111111101001000000011101100000010011010000011010111000010111100100011100010110010010011101011011010011110110111010001101100111001011010100101110111110111001100001100101010001010111111001111100000101000010, Seq2: 001010100001110010110111111110111010100111101101100110010011101111001110001111000010110001100001101011001010111000001111110001001011101100000001100111110100011011010101011010011000101001001000100011101001010001011110101111100100001000001001101110011010000, CCR: 65
